zmiana,data,ognisko_typ,liczba
1,2020-09-07,sędziami piłkarskimi,2
1,2020-09-07,weselem w powiecie tczewskim,39
1,2020-09-07,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-07,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
1,2020-09-07,szpitalem w gdańsku,3
1,2020-09-07,zakładem pracy w gdańsku,5
1,2020-09-07,zakładem pracy w powiecie kwidzyńskim,2
1,2020-09-07,weselem w gdańsku,11
1,2020-09-07,pogrzebem i stypą w powiecie sztumskim,6
1,2020-09-07,zakładem pracy w powiecie tczewskim,12
1,2020-09-07,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
1,2020-09-07,zakładem pracy w gdyni,4
1,2020-09-07,podmiotami leczniczymi w powiecie starogardzkim,2
1,2020-09-07,szpitalem w powiecie malborskim,4
1,2020-09-07,budową w powiecie gdańskim,2
1,2020-09-07,zakładem pracy w gdańsku,8
1,2020-09-07,punktem gastronomicznym w powiecie kościerskim,3
1,2020-09-07,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",23
1,2020-09-07,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
1,2020-09-07,spotkaniem towarzyskim,8
1,2020-09-07,szkołą podstawową,3
1,2020-09-07,domem pomocy społecznej,8
1,2020-09-07,obiadem urodzinowym,8
1,2020-09-07,dps,2
1,2020-09-07,stacją dializ,2
1,2020-09-07,apteką,4
1,2020-09-07,"ognisko rodzinne, związane ze szkołą w gdyni",2
2,2020-09-06,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",45
2,2020-09-06,młodzieżowymi spotkaniami towarzyskimi,12
2,2020-09-06,ośrodkiem sportowym,5
2,2020-09-06,apteką,10
2,2020-09-06,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
2,2020-09-06,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala w tczewie,12
2,2020-09-06,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia",61
2,2020-09-06,firmą transportową,16
2,2020-09-06,weselem,24
2,2020-09-06,ognisko w zakładzie pracy w gdyni,7
2,2020-09-06,"regionalnym ośrodkiem psychiatrii sądowej, 22 przypadki zakażenia, powiat starogardzki",22
2,2020-09-06,statkiem i zakładem pracy w gdańsku,20
2,2020-09-06,zakładem pracy w powiecie tczewskim,7
2,2020-09-06,weselem w powiecie starogardzkim,43
2,2020-09-06,ognisko w zakładzie pracy w gdyni,5
2,2020-09-06,ognisko w sanatorium w powiecie słupskim,3
2,2020-09-06,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
2,2020-09-06,zakładem pracy w powiecie kartuskim,2
2,2020-09-06,zakładem pracy w powiecie starogardzkim,15
2,2020-09-06,"spotkaniem towarzyskim, miasto gdańsk",5
2,2020-09-06,"ognisko w sanatorium, miasto sopot",4
2,2020-09-06,szpitalem w gdyni,4
2,2020-09-06,ognisko rodzinne związane z zakładem w gdańsku,2
2,2020-09-06,klubami sportowymi w gdyni i powiecie starogardzkim,10
2,2020-09-06,ognisko wiązane z portową strażą pożarną powiat pucki,2
2,2020-09-06,przedszkolem w gdańsku,4
2,2020-09-06,szpitalem w gdańsku i weselem,10
2,2020-09-06,przychodnią w powiecie wejherowskim,9
2,2020-09-06,pogrzebem i stypą,29
2,2020-09-06,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych",5
2,2020-09-06,sędziami piłkarskimi,2
2,2020-09-06,weselem w powiecie tczewskim,39
2,2020-09-06,schroniskiem dla bezdomnych w gdańsku,13
2,2020-09-06,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
2,2020-09-06,szpitalem w gdańsku,3
2,2020-09-06,zakładem pracy w gdańsku,5
2,2020-09-06,zakładem pracy w powiecie kwidzyńskim,2
2,2020-09-06,weselem w gdańsku,11
2,2020-09-06,pogrzebem i stypą w powiecie sztumskim,6
2,2020-09-06,. wesele w powiecie kartuskim,45
2,2020-09-06,zakładem pracy w powiecie tczewskim,12
2,2020-09-06,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
2,2020-09-06,zakładem pracy w gdyni,4
2,2020-09-06,podmiotami leczniczymi w powiecie starogardzkim,2
2,2020-09-06,szpitalem w powiecie malborskim,4
2,2020-09-06,budową w powiecie gdańskim,2
2,2020-09-06,zakładem pracy w gdańsku,8
2,2020-09-06,punktem gastronomicznym w powiecie kościerskim,3
2,2020-09-06,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",23
2,2020-09-06,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
2,2020-09-06,spotkaniem towarzyskim,8
2,2020-09-06,szkołą podstawową,3
2,2020-09-06,domem pomocy społecznej,8
2,2020-09-06,obiadem urodzinowym,8
2,2020-09-06,dps,2
2,2020-09-06,stacją dializ,2
2,2020-09-06,"ognisko rodzinne, związane ze szkołą w gdyni",2
2,2020-09-05,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",45
2,2020-09-05,młodzieżowymi spotkaniami towarzyskimi,12
2,2020-09-05,ośrodkiem sportowym,5
2,2020-09-05,apteką,10
2,2020-09-05,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
2,2020-09-05,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala w tczewie,12
2,2020-09-05,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia",61
2,2020-09-05,firmą transportową,16
2,2020-09-05,weselem,24
2,2020-09-05,ognisko w zakładzie pracy w gdyni,7
2,2020-09-05,"regionalnym ośrodkiem psychiatrii sądowej, 22 przypadki zakażenia, powiat starogardzki",22
2,2020-09-05,statkiem i zakładem pracy w gdańsku,20
2,2020-09-05,zakładem pracy w powiecie tczewskim,7
2,2020-09-05,weselem w powiecie starogardzkim,43
2,2020-09-05,ognisko w zakładzie pracy w gdyni,5
2,2020-09-05,ognisko w sanatorium w powiecie słupskim,3
2,2020-09-05,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
2,2020-09-05,zakładem pracy w powiecie kartuskim,2
2,2020-09-05,zakładem pracy w powiecie starogardzkim,15
2,2020-09-05,"spotkaniem towarzyskim, miasto gdańsk",5
2,2020-09-05,"ognisko w sanatorium, miasto sopot",4
2,2020-09-05,szpitalem w gdyni,4
2,2020-09-05,ognisko rodzinne związane z zakładem w gdańsku,2
2,2020-09-05,klubami sportowymi w gdyni i powiecie starogardzkim,10
2,2020-09-05,ognisko wiązane z portową strażą pożarną powiat pucki,2
2,2020-09-05,przedszkolem w gdańsku,4
2,2020-09-05,szpitalem w gdańsku i weselem,10
2,2020-09-05,przychodnią w powiecie wejherowskim,9
2,2020-09-05,pogrzebem i stypą,29
2,2020-09-05,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych",5
2,2020-09-05,sędziami piłkarskimi,2
2,2020-09-05,weselem w powiecie tczewskim,39
2,2020-09-05,schroniskiem dla bezdomnych w gdańsku,13
2,2020-09-05,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
2,2020-09-05,szpitalem w gdańsku,3
2,2020-09-05,zakładem pracy w gdańsku,5
2,2020-09-05,zakładem pracy w powiecie kwidzyńskim,2
2,2020-09-05,weselem w gdańsku,11
2,2020-09-05,pogrzebem i stypą w powiecie sztumskim,6
2,2020-09-05,. wesele w powiecie kartuskim,45
2,2020-09-05,zakładem pracy w powiecie tczewskim,11
2,2020-09-05,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
2,2020-09-05,zakładem pracy w gdyni,4
2,2020-09-05,podmiotami leczniczymi w powiecie starogardzkim,2
2,2020-09-05,szpitalem w powiecie malborskim,4
2,2020-09-05,budową w powiecie gdańskim,2
2,2020-09-05,zakładem pracy w gdańsku,8
2,2020-09-05,punktem gastronomicznym w powiecie kościerskim,3
2,2020-09-05,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",23
2,2020-09-05,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
2,2020-09-05,spotkaniem towarzyskim,8
2,2020-09-05,szkołą podstawową,3
2,2020-09-05,domem pomocy społecznej,8
2,2020-09-05,obiadem urodzinowym,4
2,2020-09-05,dps,2
2,2020-09-04,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",45
2,2020-09-04,młodzieżowymi spotkaniami towarzyskimi,12
2,2020-09-04,ośrodkiem sportowym,5
2,2020-09-04,apteką,10
2,2020-09-04,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
2,2020-09-04,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala w tczewie,12
2,2020-09-04,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia",61
2,2020-09-04,firmą transportową,16
2,2020-09-04,weselem,24
2,2020-09-04,ognisko w zakładzie pracy w gdyni,7
2,2020-09-04,"regionalnym ośrodkiem psychiatrii sądowej, 22 przypadki zakażenia, powiat starogardzki",22
2,2020-09-04,statkiem i zakładem pracy w gdańsku,20
2,2020-09-04,zakładem pracy w powiecie tczewskim,7
2,2020-09-04,weselem w powiecie starogardzkim,43
2,2020-09-04,ognisko w zakładzie pracy w gdyni,5
2,2020-09-04,ognisko w sanatorium w powiecie słupskim,3
2,2020-09-04,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
2,2020-09-04,zakładem pracy w powiecie kartuskim,2
2,2020-09-04,zakładem pracy w powiecie starogardzkim,15
2,2020-09-04,"spotkaniem towarzyskim, miasto gdańsk",5
2,2020-09-04,"ognisko w sanatorium, miasto sopot",4
2,2020-09-04,szpitalem w gdyni,4
2,2020-09-04,ognisko rodzinne związane z zakładem w gdańsku,2
2,2020-09-04,klubami sportowymi w gdyni i powiecie starogardzkim,10
2,2020-09-04,ognisko wiązane z portową strażą pożarną powiat pucki,2
2,2020-09-04,przedszkolem w gdańsku,4
2,2020-09-04,szpitalem w gdańsku i weselem,10
2,2020-09-04,przychodnią w powiecie wejherowskim,9
2,2020-09-04,pogrzebem i stypą,29
2,2020-09-04,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych",5
2,2020-09-04,sędziami piłkarskimi,2
2,2020-09-04,weselem w powiecie tczewskim,39
2,2020-09-04,schroniskiem dla bezdomnych w gdańsku,13
2,2020-09-04,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
2,2020-09-04,szpitalem w gdańsku,3
2,2020-09-04,zakładem pracy w gdańsku,5
2,2020-09-04,zakładem pracy w powiecie kwidzyńskim,2
2,2020-09-04,weselem w gdańsku,11
2,2020-09-04,pogrzebem i stypą w powiecie sztumskim,6
2,2020-09-04,. wesele w powiecie kartuskim,45
2,2020-09-04,zakładem pracy w powiecie tczewskim,11
2,2020-09-04,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
2,2020-09-04,zakładem pracy w gdyni,4
2,2020-09-04,podmiotami leczniczymi w powiecie starogardzkim,2
2,2020-09-04,szpitalem w powiecie malborskim,4
2,2020-09-04,budową w powiecie gdańskim,2
2,2020-09-04,zakładem pracy w gdańsku,8
2,2020-09-04,punktem gastronomicznym w powiecie kościerskim,3
2,2020-09-04,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",21
2,2020-09-04,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
2,2020-09-04,spotkaniem towarzyskim,8
2,2020-09-04,szkołą podstawową,3
2,2020-09-04,domem pomocy społecznej,8
2,2020-09-03,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",45
2,2020-09-03,młodzieżowymi spotkaniami towarzyskimi,12
2,2020-09-03,ośrodkiem sportowym,5
2,2020-09-03,apteką,10
2,2020-09-03,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
2,2020-09-03,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala w tczewie,12
2,2020-09-03,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia",61
2,2020-09-03,firmą transportową,16
2,2020-09-03,weselem,24
2,2020-09-03,ognisko w zakładzie pracy w gdyni,7
2,2020-09-03,"regionalnym ośrodkiem psychiatrii sądowej, 22 przypadki zakażenia, powiat starogardzki",22
2,2020-09-03,statkiem i zakładem pracy w gdańsku,20
2,2020-09-03,zakładem pracy w powiecie tczewskim,7
2,2020-09-03,weselem w powiecie starogardzkim,43
2,2020-09-03,ognisko w zakładzie pracy w gdyni,5
2,2020-09-03,ognisko w sanatorium w powiecie słupskim,3
2,2020-09-03,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
2,2020-09-03,zakładem pracy w powiecie kartuskim,2
2,2020-09-03,zakładem pracy w powiecie starogardzkim,15
2,2020-09-03,"spotkaniem towarzyskim, miasto gdańsk",5
2,2020-09-03,"ognisko w sanatorium, miasto sopot",4
2,2020-09-03,szpitalem w gdyni,4
2,2020-09-03,ognisko rodzinne związane z zakładem w gdańsku,2
2,2020-09-03,klubami sportowymi w gdyni i powiecie starogardzkim,10
2,2020-09-03,ognisko wiązane z portową strażą pożarną powiat pucki,2
2,2020-09-03,przedszkolem w gdańsku,4
2,2020-09-03,szpitalem w gdańsku i weselem,10
2,2020-09-03,przychodnią w powiecie wejherowskim,9
2,2020-09-03,pogrzebem i stypą,29
2,2020-09-03,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych",5
2,2020-09-03,sędziami piłkarskimi,2
2,2020-09-03,weselem w powiecie tczewskim,39
2,2020-09-03,schroniskiem dla bezdomnych w gdańsku,13
2,2020-09-03,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
2,2020-09-03,szpitalem w gdańsku,3
2,2020-09-03,zakładem pracy w gdańsku,5
2,2020-09-03,zakładem pracy w powiecie kwidzyńskim,2
2,2020-09-03,weselem w gdańsku,11
2,2020-09-03,pogrzebem i stypą w powiecie sztumskim,6
2,2020-09-03,. wesele w powiecie kartuskim,45
2,2020-09-03,zakładem pracy w powiecie tczewskim,11
2,2020-09-03,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
2,2020-09-03,zakładem pracy w gdyni,4
2,2020-09-03,podmiotami leczniczymi w powiecie starogardzkim,2
2,2020-09-03,szpitalem w powiecie malborskim,4
2,2020-09-03,budową w powiecie gdańskim,2
2,2020-09-03,zakładem pracy w gdańsku,8
2,2020-09-03,punktem gastronomicznym w powiecie kościerskim,3
2,2020-09-03,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",11
2,2020-09-03,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
2,2020-09-03,spotkaniem towarzyskim,4
2,2020-09-03,szkołą podstawową,3
2,2020-09-03,domem pomocy społecznej,8
1,2020-09-02,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",44
1,2020-09-02,młodzieżowymi spotkaniami towarzyskimi,12
1,2020-09-02,ośrodkiem sportowym,5
1,2020-09-02,apteką,10
1,2020-09-02,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
1,2020-09-02,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,12
1,2020-09-02,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia.",61
1,2020-09-02,firmą transportową,16
1,2020-09-02,weselem,24
1,2020-09-02,ognisko w zakładzie pracy w gdyni,7
1,2020-09-02,"regionalnym ośrodkiem psychiatrii sądowej, 22 przypadki zakażenia, powiat starogardzki.",22
1,2020-09-02,statkiem i zakładem pracy w gdańsku,20
1,2020-09-02,zakładem pracy w powiecie tczewskim,7
1,2020-09-02,weselem w powiecie starogardzkim,43
1,2020-09-02,ognisko w zakładzie pracy w gdyni,5
1,2020-09-02,ognisko w sanatorium w powiecie słupskim,3
1,2020-09-02,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
1,2020-09-02,zakładem pracy w powiecie kartuskim,2
1,2020-09-02,zakładem pracy w powiecie starogardzkim,15
1,2020-09-02,"spotkaniem towarzyskim, miasto gdańsk",5
1,2020-09-02,"ognisko w sanatorium, miasto sopot",4
1,2020-09-02,szpitalem w gdyni,4
1,2020-09-02,ognisko rodzinne związane z zakładem w gdańsku,2
1,2020-09-02,klubami sportowymi w gdyni i powiecie starogardzkim,10
1,2020-09-02,ognisko wiązane z portową strażą pożarną powiat pucki,2
1,2020-09-02,przedszkolem w gdańsku,4
1,2020-09-02,szpitalem w gdańsku i weselem,10
1,2020-09-02,przychodnią w powiecie wejherowskim,9
1,2020-09-02,pogrzebem i stypą,29
1,2020-09-02,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych.",5
1,2020-09-02,sędziami piłkarskimi,2
1,2020-09-02,weselem w powiecie tczewskim,39
1,2020-09-02,schroniskiem dla bezdomnych w gdańsku,13
1,2020-09-02,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
1,2020-09-02,szpitalem w gdańsku,3
1,2020-09-02,zakładem pracy w gdańsku,5
1,2020-09-02,zakładem pracy w powiecie kwidzyńskim,2
1,2020-09-02,weselem w gdańsku,11
1,2020-09-02,pogrzebem i stypą w powiecie sztumskim,6
1,2020-09-02,zakładem pracy w powiecie tczewskim,10
1,2020-09-02,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
1,2020-09-02,zakładem pracy w gdyni,4
1,2020-09-02,podmiotami leczniczymi w powiecie starogardzkim,2
1,2020-09-02,szpitalem w powiecie malborskim,4
1,2020-09-02,budową w powiecie gdańskim,2
1,2020-09-02,zakładem pracy w gdańsku,8
1,2020-09-02,punktem gastronomicznym w powiecie kościerskim,3
1,2020-09-02,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",10
1,2020-09-02,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
1,2020-09-02,spotkaniem towarzyskim,4
1,2020-09-02,szkołą podstawową,3
1,2020-09-02,domem pomocy społecznej,8
1,2020-09-01,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",44
1,2020-09-01,młodzieżowymi spotkaniami towarzyskimi,12
1,2020-09-01,ośrodkiem sportowym,5
1,2020-09-01,apteką,10
1,2020-09-01,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
1,2020-09-01,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,12
1,2020-09-01,"ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim, 61 przypadków zakażenia, w tym 11 pracowników medycznych, powiat wejherowski, powiat pucki, miasto gdynia.",61
1,2020-09-01,firmą transportową,16
1,2020-09-01,weselem,24
1,2020-09-01,ognisko w zakładzie pracy w gdyni,7
1,2020-09-01,"regionalnym ośrodkiem psychiatrii sądowej, 22 przypadki zakażenia, powiat starogardzki.",22
1,2020-09-01,statkiem i zakładem pracy w gdańsku,20
1,2020-09-01,zakładem pracy w powiecie tczewskim,7
1,2020-09-01,weselem w powiecie starogardzkim,43
1,2020-09-01,ognisko w zakładzie pracy w gdyni,5
1,2020-09-01,ognisko w sanatorium w powiecie słupskim,3
1,2020-09-01,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
1,2020-09-01,zakładem pracy w powiecie kartuskim,2
1,2020-09-01,zakładem pracy w powiecie starogardzkim,15
1,2020-09-01,"spotkaniem towarzyskim, miasto gdańsk",5
1,2020-09-01,"ognisko w sanatorium, miasto sopot",4
1,2020-09-01,szpitalem w gdyni,4
1,2020-09-01,ognisko rodzinne związane z zakładem w gdańsku,2
1,2020-09-01,klubami sportowymi w gdyni i powiecie starogardzkim,10
1,2020-09-01,ognisko wiązane z portową strażą pożarną powiat pucki,2
1,2020-09-01,przedszkolem w gdańsku,4
1,2020-09-01,szpitalem w gdańsku i weselem,8
1,2020-09-01,przychodnią w powiecie wejherowskim,9
1,2020-09-01,pogrzebem i stypą,29
1,2020-09-01,"szpitalem w pucku 5 przypadków zakażenia, w tym 3 pracowników medycznych.",5
1,2020-09-01,sędziami piłkarskimi,2
1,2020-09-01,weselem w powiecie tczewskim,39
1,2020-09-01,schroniskiem dla bezdomnych w gdańsku,12
1,2020-09-01,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
1,2020-09-01,szpitalem w gdańsku,3
1,2020-09-01,zakładem pracy w gdańsku,5
1,2020-09-01,zakładem pracy w powiecie kwidzyńskim,2
1,2020-09-01,weselem w gdańsku,11
1,2020-09-01,pogrzebem i stypą w powiecie sztumskim,6
1,2020-09-01,zakładem pracy w powiecie tczewskim,9
1,2020-09-01,weselem w powiecie tczewskim i zakładem pracy w gdańsku,19
1,2020-09-01,zakładem pracy w gdyni,4
1,2020-09-01,podmiotami leczniczymi w powiecie starogardzkim,2
1,2020-09-01,szpitalem w powiecie malborskim,4
1,2020-09-01,budową w powiecie gdańskim,2
1,2020-09-01,zakładem pracy w gdańsku,8
1,2020-09-01,punktem gastronomicznym w powiecie kościerskim,3
1,2020-09-01,"weselem w powiecie gdańskim, szkołą w powiecie kościerskim, zakładem pracy w powiecie kartuskim",10
1,2020-09-01,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
3,2020-08-31,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",44
3,2020-08-31,klubem sportowym,25
3,2020-08-31,wopr,16
3,2020-08-31,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-31,ośrodkiem sportowym,5
3,2020-08-31,apteką,10
3,2020-08-31,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim ,83
3,2020-08-31,weselem,5
3,2020-08-31,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,12
3,2020-08-31,ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim ,61
3,2020-08-31,firmą transportową,16
3,2020-08-31,ognisko  związane z weselem,24
3,2020-08-31,ognisko w zakładzie pracy w gdyni,7
3,2020-08-31,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-31,statkiem i zakładem pracy w gdańsku,20
3,2020-08-31,zakładem pracy w powiecie tczewskim,7
3,2020-08-31,weselem w powiecie starogardzkim,41
3,2020-08-31,ognisko w zakładzie pracy w gdyni,5
3,2020-08-31,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-31,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
3,2020-08-31,zakładem pracy w powiecie kartuskim,2
3,2020-08-31,zakładem pracy w powiecie starogardzkim,15
3,2020-08-31,ognisko studentów w powiecie miasto gdańsk,5
3,2020-08-31,spotkaniem towarzyskim w powiecie miasto gdańsk,5
3,2020-08-31,ognisko w sanatorium w powiecie miasto sopot,4
3,2020-08-31,szpitalem w gdyni,4
3,2020-08-31,ognisko rodzinne związane z zakładem w gdańsku,2
3,2020-08-31,klubami sportowymi w gdyni i powiecie starogardzkim,10
3,2020-08-31,ognisko wiązane z portową strażą pożarną powiat pucki,2
3,2020-08-31,przedszkolem w gdańsk,4
3,2020-08-31,laboratorium mikrobiologicznym w gdańsku ,5
3,2020-08-31,szpitalem w gdańsku i weselem,8
3,2020-08-31,przychodnią w powiecie wejherowskim,9
3,2020-08-31,pogrzebem i stypą,29
3,2020-08-31,"szpitalem w pucku 5 osoby zakażone, w tym 3 pracowników medycznych,",5
3,2020-08-31,sędziami piłkarskimi,2
3,2020-08-31,weselem w powiecie tczewskim,35
3,2020-08-31,schroniskiem dla bezdomnych w gdańsku,12
3,2020-08-31,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
3,2020-08-31,szpitalem w gdańsku,3
3,2020-08-31,zakładem pracy w gdańsku,5
3,2020-08-31,zakładem pracy w powiecie kwidzyńskim,2
3,2020-08-31,weselem w gdańsku,11
3,2020-08-31,pogrzebem i stypą w powiecie sztumskim,6
3,2020-08-31,zakładem pracy  w powiecie tczewskim,9
3,2020-08-31,weselem w powiecie tczewskim i zakładem pracy w gdańsku,18
3,2020-08-31,zakładem pracy w gdyni,4
3,2020-08-31,podmiotami leczniczymi w powiecie starogardzkim,2
3,2020-08-31,szpitalem w powiecie malborskim,2
3,2020-08-31,budową w powiecie gdańskim,2
3,2020-08-31,zakładem pracy w gdańsku,3
3,2020-08-31,punktem gastronomicznym w powiecie kościerskim,3
3,2020-08-31,weselem w powiecie gdańskim,2
3,2020-08-31,ognisko rodzinne związane z zakładem pracy w powiecie kwidzyńskim,4
3,2020-08-30,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",42
3,2020-08-30,klubem sportowym,25
3,2020-08-30,wopr,16
3,2020-08-30,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-30,ośrodkiem sportowym,5
3,2020-08-30,apteką,10
3,2020-08-30,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
3,2020-08-30,weselem,5
3,2020-08-30,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala w tczewie,12
3,2020-08-30,ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim,61
3,2020-08-30,firmą transportową,16
3,2020-08-30,weselem,24
3,2020-08-30,ognisko w zakładzie pracy w gdyni,7
3,2020-08-30,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-30,statkiem i zakładem pracy w gdańsku,22
3,2020-08-30,zakładem pracy w powiecie tczewskim,7
3,2020-08-30,weselem w powiecie starogardzkim,39
3,2020-08-30,ognisko w zakładzie pracy w gdyni,5
3,2020-08-30,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-30,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
3,2020-08-30,zakładem pracy w powiecie kartuskim,2
3,2020-08-30,zakładem pracy w powiecie starogardzkim,15
3,2020-08-30,ognisko studentów w powiecie miasto gdańsk,5
3,2020-08-30,spotkaniem towarzyskim w powiecie miasto gdańsk,5
3,2020-08-30,ognisko w sanatorium w powiecie miasto sopot,4
3,2020-08-30,szpitalem w gdyni,4
3,2020-08-30,ognisko rodzinne związane z zakładem w gdańsku,2
3,2020-08-30,klubami sportowymi w gdyni i powiecie starogardzkim,10
3,2020-08-30,ognisko wiązane z portową strażą pożarną powiat pucki,2
3,2020-08-30,przedszkolem w gdańsk,4
3,2020-08-30,laboratorium mikrobiologicznym w gdańsku,5
3,2020-08-30,szpitalem w gdańsku i weselem,8
3,2020-08-30,przychodnią w powiecie wejherowskim,9
3,2020-08-30,pogrzebem i stypą,29
